	date	province	PRcode	HRUID	health_region	TotalBoth	Age12plusBoth	total_doses_administered	total_fully_vaccinated	total_1st_dose	pct_12plus_first	pct_12plus_second	pct_12plus_tot	cases_last_14_days
14	2020-12-14	Ontario	ON	3544	Middlesex-London Health Unit	516035.0	451138.0	0.0	0	0	0.0	0.0	0.0	97.58655140933949
15	2020-12-14	Ontario	ON	3555	Peterborough County-City Health Unit	148400.0	131858.0	0.0	0	0	0.0	0.0	0.0	24.208497857885547
16	2020-12-14	Ontario	ON	3543	Leeds, Grenville and Lanark District Health Unit	180362.0	160810.0	0.0	0	0	0.0	0.0	0.0	56.52489397612925
17	2020-12-14	Ontario	ON	3568	Windsor-Essex County Health Unit	432621.0	379734.0	0.0	0	0	0.0	0.0	0.0	260.7889969386216
18	2020-12-14	Ontario	ON	3575	Southwestern Health Unit	220116.0	188874.0	0.0	0	0	0.0	0.0	0.0	95.08234378956327
19	2020-12-14	Nunavut	NU	6201	Nunavut	39631.0	29402.0	0.0	0	0	0.0	0.0	0.0	187.31554319692464
20	2020-12-14	Northwest Territories	NT	6101	Northwest Territories	45242.0	38006.0	0.0	0	0	0.0	0.0	0.0	14.234785386885653
21	2020-12-14	Yukon	YT	6001	Yukon	42444.0	36571.0	0.0	0	0	0.0	0.0	0.0	26.837520892500425
22	2020-12-14	Alberta	AB	4835	North Zone	459426.0	379557.0	0.0	0	0	0.0	0.0	0.0	345.63742416431813
23	2020-12-14	Alberta	AB	4834	Edmonton Zone	1480081.0	1265708.0	0.0	0	0	0.0	0.0	0.0	766.617697931073
24	2020-12-14	Alberta	AB	4833	Central Zone	480620.0	409091.0	0.0	0	0	0.0	0.0	0.0	373.64945353060483
25	2020-12-14	Ontario	ON	3570	York Regional Health Unit	1211576.0	1060671.0	1.0	0	1	9.42799416595721e-05	0.0	9.42799416595721e-05	216.60746927397042
26	2020-12-14	Alberta	AB	4832	Calgary Zone	1728648.0	1480861.0	0.0	0	0	0.0	0.0	0.0	484.60936133473007
27	2020-12-14	Manitoba	MB	4605	Southern Health-Santé Sud	212268.0	172154.0	0.0	0	0	0.0	0.0	0.0	267.5724283297807
28	2020-12-14	Manitoba	MB	4604	Northern Regional Health Authority	75732.0	57004.0	0.0	0	0	0.0	0.0	0.0	716.9592493014917
29	2020-12-14	Manitoba	MB	4603	Interlake-Eastern Regional Health Authority	134867.0	115508.0	0.0	0	0	0.0	0.0	0.0	272.8553203100228
30	2020-12-14	Manitoba	MB	4602	Prairie Mountain Health	172995.0	145682.0	0.0	0	0	0.0	0.0	0.0	164.8183154973024
31	2020-12-14	Manitoba	MB	4601	Winnipeg Regional Health Authority	788084.0	683093.0	0.0	0	0	0.0	0.0	0.0	349.7703976845501
32	2020-12-14	Ontario	ON	3595	City of Toronto Health Unit	3012445.0	2689105.0	4.0	0	4	0.00014874837538883756	0.0	0.00014874837538883756	261.6538877651817
33	2020-12-14	Alberta	AB	4831	South Zone	309575.0	261159.0	0.0	0	0	0.0	0.0	0.0	224.20941809532474
34	2020-12-14	Ontario	ON	3542	Lambton Health Unit	133271.0	117294.0	0.0	0	0	0.0	0.0	0.0	32.98223901057582
35	2020-12-14	Ontario	ON	3565	Waterloo Health Unit	612513.0	532183.0	0.0	0	0	0.0	0.0	0.0	154.62783574846387
36	2020-12-14	Ontario	ON	3540	Chatham-Kent Health Unit	106779.0	93772.0	0.0	0	0	0.0	0.0	0.0	49.84323498673538
37	2020-12-14	Quebec	QC	2410	Région du Nord-du-Québec	14276.0	12522.0	0.0	0	0	0.0	0.0	0.0	25.453388482341694
38	2020-12-14	Quebec	QC	2409	Région de la Côte-Nord	89937.0	78733.0	0.0	0	0	0.0	0.0	0.0	36.136802255946385
39	2020-12-14	Quebec	QC	2408	Région de l'Abitibi-Témiscamingue	147445.0	127909.0	0.0	0	0	0.0	0.0	0.0	20.960533344151667
40	2020-12-14	Quebec	QC	2407	Région de l'Outaouais	402944.0	348570.0	0.0	0	0	0.0	0.0	0.0	111.89743020291
41	2020-12-14	Quebec	QC	2406	Région de Montréal	2075553.0	1819303.0	0.0	0	0	0.0	0.0	0.0	349.14900279475165
42	2020-12-14	Quebec	QC	2405	Région de l'Estrie	499945.0	439679.0	0.0	0	0	0.0	0.0	0.0	290.57305773301925
43	2020-12-14	Quebec	QC	2404	Région de la Mauricie et du Centre-du-Québec	526375.0	465010.0	0.0	0	0	0.0	0.0	0.0	216.07223024804688
44	2020-12-14	Quebec	QC	2403	Région de la Capitale-Nationale	759583.0	669511.0	0.0	0	0	0.0	0.0	0.0	344.2806854667131
45	2020-12-14	Quebec	QC	2402	Région du Saguenay-Lac-Saint-Jean	278851.0	246351.0	0.0	0	0	0.0	0.0	0.0	421.4979846855568
46	2020-12-14	Quebec	QC	2401	Région du Bas-Saint-Laurent	197856.0	176123.0	0.0	0	0	0.0	0.0	0.0	140.9904979331254
47	2020-12-14	Prince Edward Island	PE	1100	Prince Edward Island	160756.0	141775.0	0.0	0	0	0.0	0.0	0.0	10.381474437856582
48	2020-12-14	British Columbia	BC	595	Vancouver  Coastal Health	1249689.0	1134377.0	0.0	0	0	0.0	0.0	0.0	133.86970477101562
49	2020-12-14	British Columbia	BC	594	Northern Health	301050.0	258457.0	0.0	0	0	0.0	0.0	0.0	166.87561816802358
50	2020-12-14	British Columbia	BC	593	Vancouver Island Health	864079.0	776715.0	0.0	0	0	0.0	0.0	0.0	17.996322751384454
51	2020-12-14	Ontario	ON	3541	Kingston, Frontenac and Lennox and Addington Health Unit	209864.0	187084.0	0.0	0	0	0.0	0.0	0.0	69.09689268815586
52	2020-12-14	Quebec	QC	2411	Région de la Gaspésie-Îles-de-la-Madeleine	90515.0	81810.0	0.0	0	0	0.0	0.0	0.0	126.95332496428476
53	2020-12-14	Quebec	QC	2412	Région de la Chaudière-Appalaches	434401.0	379155.0	0.0	0	0	0.0	0.0	0.0	271.89538513946627
54	2020-12-14	British Columbia	BC	592	Interior Health	823346.0	735765.0	0.0	0	0	0.0	0.0	0.0	132.99632306340172
55	2020-12-14	Ontario	ON	3535	Haliburton, Kawartha, Pine Ridge District Health Unit	191499.0	172692.0	0.0	0	0	0.0	0.0	0.0	47.487221892657935
56	2020-12-14	Ontario	ON	3539	Huron Perth Public Health Unit	147099.0	126842.0	0.0	0	0	0.0	0.0	0.0	82.54363334606494
57	2020-12-14	Ontario	ON	3538	Hastings and Prince Edward Counties Health Unit	173299.0	153530.0	0.0	0	0	0.0	0.0	0.0	48.850645969201786
58	2020-12-14	Ontario	ON	3537	City of Hamilton Health Unit	586092.0	513431.0	0.0	0	0	0.0	0.0	0.0	187.3501677531781
59	2020-12-14	Ontario	ON	3536	Halton Regional Health Unit	616852.0	531835.0	0.0	0	0	0.0	0.0	0.0	137.411456414036
60	2020-12-14	Quebec	QC	2413	Région de Laval	444562.0	387166.0	0.0	0	0	0.0	0.0	0.0	432.55911824164633
61	2020-12-14	Ontario	ON	3534	Haldimand-Norfolk Health Unit	120255.0	105459.0	0.0	0	0	0.0	0.0	0.0	64.75758758939878
62	2020-12-14	Ontario	ON	3533	Grey Bruce Health Unit	176731.0	154649.0	0.0	0	0	0.0	0.0	0.0	39.414460078666735
63	2020-12-14	Ontario	ON	3530	Durham Regional Health Unit	717732.0	618162.0	0.0	0	0	0.0	0.0	0.0	167.53072601467213
64	2020-12-14	Ontario	ON	3527	Brant County Health Unit	154616.0	133015.0	0.0	0	0	0.0	0.0	0.0	93.96170455835205
65	2020-12-14	Ontario	ON	3526	The District of Algoma Health Unit	117433.0	104643.0	0.0	0	0	0.0	0.0	0.0	1.5759868102026964
66	2020-12-14	Quebec	QC	2418	Région des Terres-Cries-de-la-Baie-James	17946.0	13731.0	0.0	0	0	0.0	0.0	0.0	2.220446049250313e-16
67	2020-12-14	Quebec	QC	2417	Région du Nunavik	13488.0	9866.0	0.0	0	0	0.0	0.0	0.0	5.968545763824634
68	2020-12-14	Quebec	QC	2416	Région de la Montérégie	1445829.0	1254427.0	0.0	0	0	0.0	0.0	0.0	213.53187679086653
69	2020-12-14	Quebec	QC	2415	Région des Laurentides	635138.0	555005.0	0.0	0	0	0.0	0.0	0.0	140.1221041431811
70	2020-12-14	Quebec	QC	2414	Région de Lanaudière	526621.0	455071.0	0.0	0	0	0.0	0.0	0.0	313.4385447951492
71	2020-12-15	Ontario	ON	3558	The Eastern Ontario Health Unit	216569.0	189253.0	2.0	0	2	0.0010567864181809535	0.0	0.0010567864181809535	116.8752353553543
72	2020-12-15	Ontario	ON	3560	Simcoe Muskoka District Health Unit	608746.0	535157.0	0.0	0	0	0.0	0.0	0.0	98.922767455402
73	2020-12-15	Ontario	ON	3543	Leeds, Grenville and Lanark District Health Unit	180362.0	160810.0	4.0	0	4	0.002487407499533611	0.0	0.002487407499533611	59.382894233349255
74	2020-12-15	Ontario	ON	3562	Thunder Bay District Health Unit	156986.0	138008.0	0.0	0	0	0.0	0.0	0.0	84.06238733556656
75	2020-12-15	Ontario	ON	3563	Timiskaming Health Unit	33742.0	29551.0	0.0	0	0	0.0	0.0	0.0	32.46274162608824
76	2020-12-15	Ontario	ON	3561	Sudbury and District Health Unit	205175.0	181536.0	0.0	0	0	0.0	0.0	0.0	8.07350227832843
77	2020-12-15	Ontario	ON	3557	Renfrew County and District Health Unit	108524.0	94951.0	1.0	0	1	0.0010531747954207959	0.0	0.0010531747954207959	64.1365014394496
78	2020-12-15	Ontario	ON	3544	Middlesex-London Health Unit	516035.0	451138.0	0.0	0	0	0.0	0.0	0.0	100.24444200105029
79	2020-12-15	Ontario	ON	3555	Peterborough County-City Health Unit	148400.0	131858.0	0.0	0	0	0.0	0.0	0.0	25.076531645618488
80	2020-12-15	Ontario	ON	3553	Peel Regional Health Unit	1584273.0	1378144.0	14.0	0	14	0.0010158590103791765	0.0	0.0010158590103791765	408.03875262675734
81	2020-12-15	Ontario	ON	3551	City of Ottawa Health Unit	1052217.0	922250.0	85.0	0	85	0.009216589861751152	0.0	0.009216589861751152	57.957438533205654
82	2020-12-15	Ontario	ON	3549	Northwestern Health Unit	80986.0	68724.0	0.0	0	0	0.0	0.0	0.0	19.1801793082818
83	2020-12-15	Ontario	ON	3547	North Bay Parry Sound District Health Unit	129470.0	115443.0	0.0	0	0	0.0	0.0	0.0	12.37355770717977
84	2020-12-15	Ontario	ON	3546	Niagara Regional Area Health Unit	484809.0	430520.0	1.0	0	1	0.00023227724612096998	0.0	0.00023227724612096998	104.23805540126604
85	2020-12-15	Ontario	ON	3565	Waterloo Health Unit	612513.0	532183.0	0.0	0	0	0.0	0.0	0.0	153.9669321610792
86	2020-12-15	Ontario	ON	3556	Porcupine Health Unit	84775.0	73483.0	0.0	0	0	0.0	0.0	0.0	11.596638655462188
87	2020-12-15	Ontario	ON	3566	Wellington-Dufferin-Guelph Health Unit	313848.0	271461.0	1.0	0	1	0.0003683770412692799	0.0	0.0003683770412692799	154.6275157306138
88	2020-12-15	Manitoba	MB	4604	Northern Regional Health Authority	75732.0	57004.0	0.0	0	0	0.0	0.0	0.0	733.7159124285488
89	2020-12-15	Ontario	ON	3570	York Regional Health Unit	1211576.0	1060671.0	22.0	0	22	0.0020741587165105865	0.0	0.0020741587165105865	216.95263200867808
90	2020-12-15	Nunavut	NU	6201	Nunavut	39631.0	29402.0	0.0	0	0	0.0	0.0	0.0	175.33606078316785
91	2020-12-15	Northwest Territories	NT	6101	Northwest Territories	45242.0	38006.0	0.0	0	0	0.0	0.0	0.0	15.500099643497707
92	2020-12-15	Yukon	YT	6001	Yukon	42444.0	36571.0	0.0	0	0	0.0	0.0	0.0	24.119797257816835
93	2020-12-15	Alberta	AB	4835	North Zone	459426.0	379557.0	0.0	0	0	0.0	0.0	0.0	345.41965080975916
94	2020-12-15	Alberta	AB	4834	Edmonton Zone	1480081.0	1265708.0	0.0	0	0	0.0	0.0	0.0	763.6040872363246
95	2020-12-15	Alberta	AB	4833	Central Zone	480620.0	409091.0	0.0	0	0	0.0	0.0	0.0	373.82804802763224
96	2020-12-15	Ontario	ON	3568	Windsor-Essex County Health Unit	432621.0	379734.0	0.0	0	0	0.0	0.0	0.0	281.8722309608617
97	2020-12-15	Alberta	AB	4832	Calgary Zone	1728648.0	1480861.0	0.0	0	0	0.0	0.0	0.0	480.30747697572997
98	2020-12-15	Manitoba	MB	4605	Southern Health-Santé Sud	212268.0	172154.0	0.0	0	0	0.0	0.0	0.0	253.49323149380945
99	2020-12-15	Manitoba	MB	4603	Interlake-Eastern Regional Health Authority	134867.0	115508.0	0.0	0	0	0.0	0.0	0.0	275.6997580120964
100	2020-12-15	Manitoba	MB	4602	Prairie Mountain Health	172995.0	145682.0	0.0	0	0	0.0	0.0	0.0	171.51354295732324
101	2020-12-15	Manitoba	MB	4601	Winnipeg Regional Health Authority	788084.0	683093.0	0.0	0	0	0.0	0.0	0.0	342.02526044618537
102	2020-12-15	Ontario	ON	3595	City of Toronto Health Unit	3012445.0	2689105.0	265.0	0	265	0.009854579869510487	0.0	0.009854579869510487	265.2248287382445
103	2020-12-15	Ontario	ON	3575	Southwestern Health Unit	220116.0	188874.0	0.0	0	0	0.0	0.0	0.0	100.23780374795416
104	2020-12-15	Alberta	AB	4831	South Zone	309575.0	261159.0	0.0	0	0	0.0	0.0	0.0	218.0819557374401
105	2020-12-15	Ontario	ON	3542	Lambton Health Unit	133271.0	117294.0	0.0	0	0	0.0	0.0	0.0	34.701183063244265
106	2020-12-15	Quebec	QC	2412	Région de la Chaudière-Appalaches	434401.0	379155.0	0.0	0	0	0.0	0.0	0.0	276.5496584555601
107	2020-12-15	Ontario	ON	3540	Chatham-Kent Health Unit	106779.0	93772.0	0.0	0	0	0.0	0.0	0.0	49.97722217755993
108	2020-12-15	Quebec	QC	2409	Région de la Côte-Nord	89937.0	78733.0	0.0	0	0	0.0	0.0	0.0	38.977249594841744
109	2020-12-15	Quebec	QC	2408	Région de l'Abitibi-Témiscamingue	147445.0	127909.0	0.0	0	0	0.0	0.0	0.0	20.960533344151667
110	2020-12-15	Quebec	QC	2407	Région de l'Outaouais	402944.0	348570.0	0.0	0	0	0.0	0.0	0.0	116.13273369977587
111	2020-12-15	Quebec	QC	2406	Région de Montréal	2075553.0	1819303.0	0.0	0	0	0.0	0.0	0.0	359.52933212588374
112	2020-12-15	Quebec	QC	2405	Région de l'Estrie	499945.0	439679.0	0.0	0	0	0.0	0.0	0.0	291.0324617768659
113	2020-12-15	Quebec	QC	2404	Région de la Mauricie et du Centre-du-Québec	526375.0	465010.0	0.0	0	0	0.0	0.0	0.0	216.3168095553331
114	2020-12-15	Quebec	QC	2403	Région de la Capitale-Nationale	759583.0	669511.0	0.0	0	0	0.0	0.0	0.0	350.62096007985735
115	2020-12-15	Quebec	QC	2402	Région du Saguenay-Lac-Saint-Jean	278851.0	246351.0	0.0	0	0	0.0	0.0	0.0	413.7654861206778
116	2020-12-15	Quebec	QC	2401	Région du Bas-Saint-Laurent	197856.0	176123.0	0.0	0	0	0.0	0.0	0.0	134.64087468946366
117	2020-12-15	Prince Edward Island	PE	1100	Prince Edward Island	160756.0	141775.0	0.0	0	0	0.0	0.0	0.0	10.649960845732183
118	2020-12-15	British Columbia	BC	595	Vancouver  Coastal Health	1249689.0	1134377.0	0.0	0	0	0.0	0.0	0.0	131.6881756968889
119	2020-12-15	British Columbia	BC	594	Northern Health	301050.0	258457.0	0.0	0	0	0.0	0.0	0.0	169.2078786615299
120	2020-12-15	British Columbia	BC	593	Vancouver Island Health	864079.0	776715.0	0.0	0	0	0.0	0.0	0.0	17.096506613815233
121	2020-12-15	British Columbia	BC	592	Interior Health	823346.0	735765.0	0.0	0	0	0.0	0.0	0.0	132.99632306340172
122	2020-12-15	Ontario	ON	3541	Kingston, Frontenac and Lennox and Addington Health Unit	209864.0	187084.0	0.0	0	0	0.0	0.0	0.0	72.64732590928641
123	2020-12-15	Quebec	QC	2410	Région du Nord-du-Québec	14276.0	12522.0	0.0	0	0	0.0	0.0	0.0	29.69561989606532
124	2020-12-15	Quebec	QC	2411	Région de la Gaspésie-Îles-de-la-Madeleine	90515.0	81810.0	0.0	0	0	0.0	0.0	0.0	128.05589726546341
125	2020-12-15	British Columbia	BC	591	Fraser Health	1961951.0	1721508.0	0.0	0	0	0.0	0.0	0.0	318.96668228224405
126	2020-12-15	Quebec	QC	2413	Région de Laval	444562.0	387166.0	0.0	0	0	0.0	0.0	0.0	446.3720931433419
127	2020-12-15	Ontario	ON	3538	Hastings and Prince Edward Counties Health Unit	173299.0	153530.0	0.0	0	0	0.0	0.0	0.0	47.94141228787993
128	2020-12-15	Ontario	ON	3537	City of Hamilton Health Unit	586092.0	513431.0	1.0	0	1	0.0001947681382697967	0.0	0.0001947681382697967	194.0789586778564
129	2020-12-15	Ontario	ON	3536	Halton Regional Health Unit	616852.0	531835.0	1.0	0	1	0.00018802824184192466	0.0	0.00018802824184192466	140.33610004620942
130	2020-12-15	Ontario	ON	3535	Haliburton, Kawartha, Pine Ridge District Health Unit	191499.0	172692.0	0.0	0	0	0.0	0.0	0.0	49.2099444534326
131	2020-12-15	Ontario	ON	3534	Haldimand-Norfolk Health Unit	120255.0	105459.0	0.0	0	0	0.0	0.0	0.0	67.85261934918623
132	2020-12-15	Ontario	ON	3533	Grey Bruce Health Unit	176731.0	154649.0	0.0	0	0	0.0	0.0	0.0	38.846762093994585
133	2020-12-15	Ontario	ON	3530	Durham Regional Health Unit	717732.0	618162.0	18.0	0	18	0.002911858056625933	0.0	0.002911858056625933	168.11305743675356
134	2020-12-15	Ontario	ON	3539	Huron Perth Public Health Unit	147099.0	126842.0	1.0	0	1	0.0007883823969978399	0.0	0.0007883823969978399	84.3019592634959
135	2020-12-15	Ontario	ON	3526	The District of Algoma Health Unit	117433.0	104643.0	0.0	0	0	0.0	0.0	0.0	1.4547570555717195
136	2020-12-15	Quebec	QC	2418	Région des Terres-Cries-de-la-Baie-James	17946.0	13731.0	0.0	0	0	0.0	0.0	0.0	2.220446049250313e-16
137	2020-12-15	Quebec	QC	2417	Région du Nunavik	13488.0	9866.0	0.0	0	0	0.0	0.0	0.0	6.9633033911287425
138	2020-12-15	Quebec	QC	2416	Région de la Montérégie	1445829.0	1254427.0	0.0	0	0	0.0	0.0	0.0	217.67051460735692
139	2020-12-15	Quebec	QC	2415	Région des Laurentides	635138.0	555005.0	0.0	0	0	0.0	0.0	0.0	145.14342894056387
140	2020-12-15	Quebec	QC	2414	Région de Lanaudière	526621.0	455071.0	0.0	0	0	0.0	0.0	0.0	316.0266944479557
141	2020-12-15	Ontario	ON	3527	Brant County Health Unit	154616.0	133015.0	1.0	0	1	0.000751794910348457	0.0	0.000751794910348457	99.54358799746208
142	2020-12-16	Ontario	ON	3562	Thunder Bay District Health Unit	156986.0	138008.0	0.0	0	0	0.0	0.0	0.0	80.98251538577209
143	2020-12-16	Ontario	ON	3561	Sudbury and District Health Unit	205175.0	181536.0	1.0	0	1	0.0005508549268464657	0.0	0.0005508549268464657	8.282299751043821
144	2020-12-16	Ontario	ON	3560	Simcoe Muskoka District Health Unit	608746.0	535157.0	5.0	0	5	0.0009343052599517526	0.0	0.0009343052599517526	100.71878521140071
145	2020-12-16	Ontario	ON	3558	The Eastern Ontario Health Unit	216569.0	189253.0	16.0	0	16	0.008454291345447628	0.0	0.008454291345447628	117.07377765776998
146	2020-12-16	Ontario	ON	3557	Renfrew County and District Health Unit	108524.0	94951.0	1.0	0	1	0.0010531747954207959	0.0	0.0010531747954207959	66.24365549084835
147	2020-12-16	Ontario	ON	3556	Porcupine Health Unit	84775.0	73483.0	0.0	0	0	0.0	0.0	0.0	10.420168067226896
148	2020-12-16	Ontario	ON	3555	Peterborough County-City Health Unit	148400.0	131858.0	0.0	0	0	0.0	0.0	0.0	25.65522083744045
149	2020-12-16	Ontario	ON	3549	Northwestern Health Unit	80986.0	68724.0	0.0	0	0	0.0	0.0	0.0	17.948424673804983
150	2020-12-16	Ontario	ON	3551	City of Ottawa Health Unit	1052217.0	922250.0	284.0	0	284	0.030794253185145025	0.0	0.030794253185145025	58.025913767767584
151	2020-12-16	Ontario	ON	3547	North Bay Parry Sound District Health Unit	129470.0	115443.0	0.0	0	0	0.0	0.0	0.0	12.81547048243619
152	2020-12-16	Ontario	ON	3546	Niagara Regional Area Health Unit	484809.0	430520.0	2.0	0	2	0.00046455449224193997	0.0	0.00046455449224193997	112.77875524637692
153	2020-12-16	Ontario	ON	3544	Middlesex-London Health Unit	516035.0	451138.0	0.0	0	0	0.0	0.0	0.0	104.32920017357424
154	2020-12-16	Ontario	ON	3543	Leeds, Grenville and Lanark District Health Unit	180362.0	160810.0	10.0	0	10	0.006218518748834027	0.0	0.006218518748834027	62.240894490569275
155	2020-12-16	Ontario	ON	3563	Timiskaming Health Unit	33742.0	29551.0	0.0	0	0	0.0	0.0	0.0	37.10027614410085
156	2020-12-16	Ontario	ON	3553	Peel Regional Health Unit	1584273.0	1378144.0	35.0	0	35	0.002539647525947942	0.0	0.002539647525947942	406.91500611802314
157	2020-12-16	Ontario	ON	3565	Waterloo Health Unit	612513.0	532183.0	0.0	0	0	0.0	0.0	0.0	155.12351343900238
158	2020-12-16	Manitoba	MB	4604	Northern Regional Health Authority	75732.0	57004.0	0.0	0	0	0.0	0.0	0.0	751.978792465903
159	2020-12-16	Ontario	ON	3570	York Regional Health Unit	1211576.0	1060671.0	47.0	0	47	0.004431157257999889	0.0	0.004431157257999889	218.3927937638377
160	2020-12-16	Nunavut	NU	6201	Nunavut	39631.0	29402.0	0.0	0	0	0.0	0.0	0.0	161.5415052764176
161	2020-12-16	Northwest Territories	NT	6101	Northwest Territories	45242.0	38006.0	0.0	0	0	0.0	0.0	0.0	16.449085335956752
162	2020-12-16	Yukon	YT	6001	Yukon	42444.0	36571.0	0.0	0	0	0.0	0.0	0.0	21.402073623133248
163	2020-12-16	Alberta	AB	4835	North Zone	459426.0	379557.0	0.0	0	0	0.0	0.0	0.0	344.0196792447371
164	2020-12-16	Alberta	AB	4834	Edmonton Zone	1480081.0	1265708.0	0.0	0	0	0.0	0.0	0.0	759.1178059431717
165	2020-12-16	Alberta	AB	4833	Central Zone	480620.0	409091.0	0.0	0	0	0.0	0.0	0.0	371.6849140633046
166	2020-12-16	Alberta	AB	4832	Calgary Zone	1728648.0	1480861.0	0.0	0	0	0.0	0.0	0.0	475.1702752654678
167	2020-12-16	Alberta	AB	4831	South Zone	309575.0	261159.0	0.0	0	0	0.0	0.0	0.0	211.07251016137508
168	2020-12-16	Manitoba	MB	4605	Southern Health-Santé Sud	212268.0	172154.0	0.0	0	0	0.0	0.0	0.0	243.74609522275242
169	2020-12-16	Ontario	ON	3542	Lambton Health Unit	133271.0	117294.0	0.0	0	0	0.0	0.0	0.0	38.031637165289375
170	2020-12-16	Manitoba	MB	4603	Interlake-Eastern Regional Health Authority	134867.0	115508.0	0.0	0	0	0.0	0.0	0.0	275.17301028949015
171	2020-12-16	Manitoba	MB	4602	Prairie Mountain Health	172995.0	145682.0	0.0	0	0	0.0	0.0	0.0	177.5475133842556
172	2020-12-16	Manitoba	MB	4601	Winnipeg Regional Health Authority	788084.0	683093.0	0.0	0	0	0.0	0.0	0.0	333.8609746043327
173	2020-12-16	Ontario	ON	3595	City of Toronto Health Unit	3012445.0	2689105.0	597.0	0	597	0.022200695026784005	0.0	0.022200695026784005	269.71360192928324
174	2020-12-16	Ontario	ON	3575	Southwestern Health Unit	220116.0	188874.0	0.0	0	0	0.0	0.0	0.0	106.50266648220129
175	2020-12-16	Ontario	ON	3568	Windsor-Essex County Health Unit	432621.0	379734.0	0.0	0	0	0.0	0.0	0.0	306.07154045179783
176	2020-12-16	Ontario	ON	3541	Kingston, Frontenac and Lennox and Addington Health Unit	209864.0	187084.0	0.0	0	0	0.0	0.0	0.0	76.12948156847213
177	2020-12-16	Ontario	ON	3566	Wellington-Dufferin-Guelph Health Unit	313848.0	271461.0	2.0	0	2	0.0007367540825385598	0.0	0.0007367540825385598	158.61110882168975
178	2020-12-16	Ontario	ON	3539	Huron Perth Public Health Unit	147099.0	126842.0	1.0	0	1	0.0007883823969978399	0.0	0.0007883823969978399	86.45102427368931
179	2020-12-16	Quebec	QC	2409	Région de la Côte-Nord	89937.0	78733.0	0.0	0	0	0.0	0.0	0.0	41.50209167385982
180	2020-12-16	Quebec	QC	2408	Région de l'Abitibi-Témiscamingue	147445.0	127909.0	0.0	0	0	0.0	0.0	0.0	20.67075638547676
181	2020-12-16	Quebec	QC	2407	Région de l'Outaouais	402944.0	348570.0	0.0	0	0	0.0	0.0	0.0	119.26472284031534
182	2020-12-16	Quebec	QC	2406	Région de Montréal	2075553.0	1819303.0	0.0	0	0	0.0	0.0	0.0	368.33604770203016
183	2020-12-16	Quebec	QC	2405	Région de l'Estrie	499945.0	439679.0	0.0	0	0	0.0	0.0	0.0	291.43444031523177
184	2020-12-16	Quebec	QC	2404	Région de la Mauricie et du Centre-du-Québec	526375.0	465010.0	0.0	0	0	0.0	0.0	0.0	218.1103911420984
185	2020-12-16	Quebec	QC	2410	Région du Nord-du-Québec	14276.0	12522.0	0.0	0	0	0.0	0.0	0.0	34.998409163219854
186	2020-12-16	Quebec	QC	2403	Région de la Capitale-Nationale	759583.0	669511.0	0.0	0	0	0.0	0.0	0.0	353.8099672513494
187	2020-12-16	Quebec	QC	2401	Région du Bas-Saint-Laurent	197856.0	176123.0	0.0	0	0	0.0	0.0	0.0	126.55953601571234
